Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation
drug_notify5,intervencion,,descriptive,Avisar al médico evaluador,,,,,,,[drug_add_med_evaluation5] = 'Sí',,,,,,
drug_comments5,intervencion,,text,Comentarios,,,,,,,[drug_day_of_intervention] = '4',y,LV,,,,
drug_medication6,intervencion,Quinto día seguimiento post-inicio de intervención (sexto día de fMDA),calc,Esquema de medicamentos seleccionado para el participante,"if([drug_day_of_intervention] = '5' and ([drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'), concat([drug_medications]), '')",,,,,,[drug_day_of_intervention] = '5' and ([drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,, @READONLY
drug_medicine6_2,intervencion,,calc,Medicamento 2,"if([drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Primaquina (15mg tableta)"", "" "")",,,,,,[drug_day_of_intervention] = '5' and ([drug_medication6] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medication6] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,,
drug_6th_dose_adminis6_2,intervencion,,radio,¿La sexta dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine6_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date6_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_6th_dose_adminis6_2] = '1',y,LV,,,,
drug_dose_in_mg6_2,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_2],,,,,,[drug_6th_dose_adminis6_2] = '1',y,LV,,,, @READONLY
drug_tablets_num6_2,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_2],,,,,,[drug_6th_dose_adminis6_2] = '1',y,LV,,,, @READONLY
drug_observed_directly6_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_6th_dose_adminis6_2] = '1',y,LV,,,,
drug_vomit_15mins6_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_6th_dose_adminis6_2] = '1',y,LV,,,,
drug_additional_dose6_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15mins6_2] = '1',y,LV,,,,
drug_vomit_30mins6_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins6_2] = '1',y,LV,,,,
drug_half_add_dose6_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_30mins6_2] = '1',y,LV,,,,
drug_side_effects6,intervencion,,radio,¿Ha experimentado alguna molestia después de tomar los medicamentos?,"1, Si | 2, No",,,,,,[drug_medicine6_2] = ' Primaquina (15mg tableta)',y,LV,,,,
drug_side_effects_specify6,intervencion,,checkbox,¿Cuales? Marque una o más.,"1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia Fiebre | 9, Náuseas y/o vómitos | 99, Otro",,,,,,[drug_side_effects6] = '1',y,LV,,,,
drug_other_adverse_effect6,intervencion,,text,Precisar otra molestia,,,,,,,[drug_side_effects_specify6(99)] = '1',y,LV,,,,
drug_hb_collect6,intervencion,,radio,¿Se colectó muestra de hemoglobina por Hemocue?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '5' and [drug_hb_collect3] = '2' and [drug_hb_collect4] = '2' and [drug_hb_collect5] = '2',y,LV,,,,
drug_hb_date6,intervencion,,text,Fecha y hora de muestra de hemoglobina por Hemocue,,,datetime_ymd,,,,"[drug_hb_collect6] = ""1""",,LV,,,,
drug_hb_result6,intervencion,,text,Registra el resultado (g/dL),,,,,,,"[drug_hb_collect6] = ""1""",y,LV,,,,
drug_hb_photo6,intervencion,,descriptive,Agrega foto del resultado,,,,,,,[drug_day_of_intervention] = '5',,,,,,
drug_urine_collect6,intervencion,,radio,¿Se colectó muestra de orina?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '5' and [drug_urine_collect3] = '2' and [drug_urine_collect4] = '2' and [drug_urine_collect5] = '2',y,LV,,,,
drug_urine_date6,intervencion,,text,Fecha y hora de muestra de orina,,,datetime_ymd,,,,[drug_urine_collect6] = '1',,LV,,,,
drug_abnormal_urine6,intervencion,,radio,Hay resultados anormales en la muestra de orina ,"1, Si | 2, No",,,,,,[drug_urine_collect6] = '1',y,LV,,,,
drug_urine_result6,intervencion,,checkbox,Registre resultados anormales del análisis de orina (marque uno o mas),"1, Color rojo, rojo-marrón o negro | 2, Positivo para sangre | 99, Otro",,,,,,[drug_abnormal_urine6] = '1',y,LV,,,,
drug_urine_blood6,intervencion,,radio,Traza de hemólisis,"1, +25 | 2, ++80 | 3, +++200",,,,,,[drug_urine_result6(2)] = '1',y,LV,,,,
drug_other_urine_result6,intervencion,,text,Especifique otros resultados anormales,,,,,,,[drug_urine_result6(99)] = '1',y,LV,,,,
drug_add_med_evaluation6,intervencion,,calc,¿Se requiere evaluación médica adicional?,"if([drug_day_of_intervention] = '5' and ([drug_urine_result6(2)] = '1' or [drug_side_effects_specify6(1)] = '1' or [drug_side_effects_specify6(2)] = '1' or [drug_hb_result6] <= 7), 'Sí', 'No')",,,,,,[drug_day_of_intervention] = '5',y,LV,,,,
drug_notify6,intervencion,,descriptive,Avisar al médico evaluador,,,,,,,[drug_add_med_evaluation6] = 'Sí',,,,,,
drug_comments6,intervencion,,text,Comentarios,,,,,,,[drug_day_of_intervention] = '5',y,LV,,,,
drug_medication7,intervencion,Sexto día seguimiento post-inicio de intervención (séptimo día de fMDA),calc,Esquema de medicamentos seleccionado para el participante,"if([drug_day_of_intervention] = '6' and ([drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'), concat([drug_medications]), '')",,,,,,[drug_day_of_intervention] = '6' and ([drug_medications] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medications] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,, @READONLY
drug_medicine7_2,intervencion,,calc,Medicamento 2,"if([drug_medications] = "" Cloroquina (3 días) + Primaquina (7 días)"" or [drug_medications] = "" Cloroquina (1 día) + Primaquina (7 días)"", ""Primaquina (15mg tableta)"", "" "")",,,,,,[drug_day_of_intervention] = '6' and ([drug_medication7] = 'Cloroquina (3 días) + Primaquina (7 días)' or [drug_medication7] = 'Cloroquina (1 día) + Primaquina (7 días)'),y,LV,,,,
drug_7th_dose_adminis7_2,intervencion,,radio,¿La séptima dosis fue administrada?,"1, Si | 2, No",,,,,,[drug_medicine7_2] = 'Primaquina (15mg tableta)',y,LV,,,,
drug_administration_date7_2,intervencion,,text,Fecha de administración,,,date_dmy,,,,[drug_7th_dose_adminis7_2] = '1',y,LV,,,,
drug_dose_in_mg7_2,intervencion,,calc,Dosis en mg por día,[drug_dose_in_mg_2],,,,,,[drug_7th_dose_adminis7_2] = '1',y,LV,,,, @READONLY
drug_tablets_num7_2,intervencion,,calc,Cantidad en tabletas administradas,[drug_tablets_num_2],,,,,,[drug_7th_dose_adminis7_2] = '1',y,LV,,,, @READONLY
drug_observed_directly7_2,intervencion,,radio,¿La dosis fue observada directamente?,"1, Si | 2, No",,,,,,[drug_7th_dose_adminis7_2] = '1',y,LV,,,,
drug_vomit_15mins7_2,intervencion,,radio,¿Vomitó antes de los 15 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_7th_dose_adminis7_2] = '1',y,LV,,,,
drug_additional_dose7_2,intervencion,,radio,¿Se tomó dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_15mins7_2] = '1',y,LV,,,,
drug_vomit_30mins7_2,intervencion,,radio,¿Vomitó antes de los 30 minutos de la ingestión de la dosis?,"1, Si | 2, No",,,,,,[drug_vomit_15mins7_2] = '1',y,LV,,,,
drug_half_add_dose7_2,intervencion,,radio,¿Se tomó la mitad de la dosis única adicional a causa del vómito? ,"1, Si | 2, No",,,,,,[drug_vomit_30mins7_2] = '1',y,LV,,,,
drug_side_effects7,intervencion,,radio,¿Ha experimentado alguna molestia después de tomar los medicamentos?,"1, Si | 2, No",,,,,,[drug_medicine7_2] = ' Primaquina (15mg tableta)',y,LV,,,,
drug_side_effects_specify7,intervencion,,checkbox,"¿Cuáles? Marque una o más. 	","1, Orina oscura (roja o negra) | 2, Ojos y/o piel amarillenta (ictericia) | 3, Palidez | 4, Fatiga | 5, Mareos | 6, Falta de aire | 7, Dolor de espalda | 8, Taquicardia Fiebre | 9, Náuseas y/o vómitos | 99, Otro",,,,,,[drug_side_effects7] = '1',y,LV,,,,
drug_other_adverse_effect7,intervencion,,text,Precisar otra molestia,,,,,,,[drug_side_effects_specify7(99)] = '1',y,LV,,,,
drug_hb_collect7,intervencion,,radio,"¿Se colectó muestra de hemoglobina por Hemocue?

","1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '6' and [drug_hb_collect3] = '2' and [drug_hb_collect4] = '2' and [drug_hb_collect5] = '2' and [drug_hb_collect6] = '2',y,LV,,,,
drug_hb_date7,intervencion,,text,Fecha y hora de muestra de hemoglobina por Hemocue,,,datetime_ymd,,,,"[drug_hb_collect7] = ""1""",,LV,,,,
drug_hb_result7,intervencion,,text,Registra el resultado,,,,,,,"[drug_hb_collect7] = ""1""",y,LV,,,,
drug_hb_photo7,intervencion,,descriptive,Agrega foto del resultado,,,,,,,[drug_day_of_intervention] = '6',,,,,,
drug_urine_collect7,intervencion,,radio,¿Se colectó muestra de orina?,"1, Si | 2, No",,,,,,[drug_year] = '1' and [drug_round] = '1' and [drug_day_of_intervention] = '6' and [drug_urine_collect3] = '2' and [drug_urine_collect4] = '2' and [drug_urine_collect5] = '2' and [drug_urine_collect6] = '2',y,LV,,,,
drug_urine_date7,intervencion,,text,Fecha y hora de muestra de orina,,,datetime_ymd,,,,[drug_urine_collect7] = '1',,LV,,,,
drug_abnormal_urine7,intervencion,,radio,Hay resultados anormales en la muestra de orina ,"1, Si | 2, No",,,,,,[drug_urine_collect7] = '1',y,LV,,,,
drug_urine_result7,intervencion,,checkbox,Registre resultados anormales del análisis de orina (marque uno o mas),"1, Color rojo, rojo-marrón o negro | 2, Positivo para sangre | 99, Otro",,,,,,[drug_abnormal_urine7] = '1',y,LV,,,,
drug_urine_blood7,intervencion,,radio,Traza de hemólisis,"1, +25 | 2, ++80 | 3, +++200",,,,,,[drug_urine_result7(2)] = '1',y,LV,,,,
drug_other_urine_result7,intervencion,,text,Especifique otros resultados anormales,,,,,,,[drug_urine_result7(99)] = '1',y,LV,,,,
drug_add_med_evaluation7,intervencion,,calc,¿Se requiere evaluación médica adicional?,"if([drug_day_of_intervention] = '6' and ([drug_urine_result7(2)] = '1' or [drug_side_effects_specify7(1)] = '1' or [drug_side_effects_specify7(2)] = '1' or [drug_hb_result7] <= 7), 'Sí', 'No')",,,,,,[drug_day_of_intervention] = '6',y,LV,,,,
drug_notify7,intervencion,,descriptive,Avisar al médico evaluador,,,,,,,[drug_add_med_evaluation7] = 'Sí',,,,,,
drug_comments7,intervencion,,text,Comentarios,,,,,,,[drug_day_of_intervention] = '6',y,LV,,,,
interim_hh_visit_date,encuesta_intermedia_household,Identificación,text,Fecha de la visita,,,date_dmy,,,,,y,,,,,
interim_hh_surveyor,encuesta_intermedia_household,,dropdown,Encuestador,"1, VERGARA RAMIREZ GRACE ALEXANDRA | 2, ARIRAMA TAPAYURI KEILA | 3, FLORES AMARINGO JAVIER | 4, GOMEZ MORI HAMMBAR HONORITA | 5, TRIGOSO NOLORBE PAUL MANUEL | 6, SALAS MARQUILLO GENNY ESTHER | 7, DURAND VELA MAYDA ALEJANDRA | 8, ROJAS CHUMBE CELSO JESTIN | 9, CARDENAS YALTA EVELY JINAIDY | 10, HIDALGO LOMAS ROSA CRISTINA | 11, SHELL MORI | 12, SAMANTHA SOLIS | 13, ADRIANA AREVALO",,,,,,,y,,,,,
interim_hh_com_code,encuesta_intermedia_household,,dropdown,Código de la comunidad,"01, 01 - NINA RUMI | 02, 02 - ZUNGARO COCHA-CORRIENTILLO | 03, 03 - CAHUIDE | 04, 04 - 13 DE FEBRERO | 05, 05 - EX PETROLERO I ZONA | 06, 06 - SAMITO | 07, 07 - DIAMANTE AZUL | 08, 08 - SAN LUCAS | 09, 09 - MORALILLO | 10, 10 - PEÃA NEGRA | 11, 11 - NUEVO HORIZONTE | 12, 12 - LIBERTAD | 13, 13 - PUERTO ALMENDRA | 14, 14 - TARAPOTO | 15, 15 - NUEVO MILAGRO | 16, 16 - SAN ANTONIO | 17, 17 - MOMONCILLO | 18, 18 - PAUJIL I ZONA | 20, 20 - HUATURI | 21, 21 - SALVADOR (PAVA QUEVADA) | 22, 22 - PALO SECO | 23, 23 - NUEVO SAN ANTONIO | 24, 24 - LOBOYACU | 25, 25 - SANTO TOMAS DE CAPIRONAL | 26, 26 - PISCO | 27, 27 - SAN ANTONIO | 28, 28 - MISHANA | 29, 29 - FRAY MARTIN | 31, 31 - FLOR DE AGOSTO | 32, 32 - ALMIRANTE MIGUEL GRAU",,autocomplete,,,,,y,,,,,
interim_hh_code,encuesta_intermedia_household,,text,Código de la vivienda,,,integer,,999,,,y,,,,, @CHARLIMIT=3 @PLACEHOLDER='123'
interim_hh_ppl_num,encuesta_intermedia_household,,text,Cuantas personas viven actualmente en esta casa?,,,integer,,30,,,y,,,,,
interim_hh_leave,encuesta_intermedia_household,Desde la última visita del equipo FLAME....,radio,¿Alguna persona salió (mudó) de la casa? ,"1, Si | 2, No",,,,,,,y,,,,,
interim_hh_leave_num,encuesta_intermedia_household,,text,¿Cuántas personas se mudaron de la casa?,,,,,,,[interim_hh_leave] = '1',y,,,,,
interim_hh_enter,encuesta_intermedia_household,,radio,¿Alguna persona nueva en la casa?,"1, Si | 2, No",Gente que se mudó a la vivienda,,,,,,y,,,,,
interim_hh_enter_num,encuesta_intermedia_household,,text,¿Cuántas personas nuevas se mudaron a la casa?,,,,,,,[interim_hh_enter] = '1',y,,,,,
interim_hh_birth,encuesta_intermedia_household,,radio,¿Ha nacido algún niño?,"1, Si | 2, No",,,,,,,y,,,,,
interim_hh_birth_num,encuesta_intermedia_household,,text,Número de niños nacidos,,,,,,,[interim_hh_birth] = '1',y,,,,,
interim_hh_preg,encuesta_intermedia_household,,radio,¿Se ha detectado algún embarazo?,"1, Si | 2, No",Solo participantes,,,,,,y,,,,,
interim_hh_preg_num,encuesta_intermedia_household,,text,Numero de participantes embarazadas,,,integer,1,5,,[interim_hh_preg] = '1',,,,,,
interim_hh_preg_code_1,encuesta_intermedia_household,,text,Código de la participante embarazada 1,,,,,,,[interim_hh_preg_num]>0,y,,,,,
interim_hh_preg_code_2,encuesta_intermedia_household,,text,Código de la participante embarazada 2,,,,,,,[interim_hh_preg_num]>1,y,,,,,
interim_hh_preg_code_3,encuesta_intermedia_household,,text,Código de la participante embarazada 3,,,,,,,[interim_hh_preg_num]>2,y,,,,,
interim_hh_preg_code_4,encuesta_intermedia_household,,text,Código de la participante embarazada 4,,,,,,,[interim_hh_preg_num]>3,y,,,,,
interim_hh_preg_code_5,encuesta_intermedia_household,,text,Código de la participante embarazada 5,,,,,,,[interim_hh_preg_num]>4,y,,,,,
interim_hh_death,encuesta_intermedia_household,,radio,¿Alguna persona ha fallecido?  ,"1, Si | 2, No",,,,,,,y,,,,,
interim_hh_death_num,encuesta_intermedia_household,,text,Número de fallecidos,,,,,,,[interim_hh_death] = '1',y,,,,,
interim_ind_visit_date,encuesta_intermedia_individuo,Identificación,text,Fecha de la visita,,,date_dmy,,,,,y,,,,,
interim_ind_surveyor,encuesta_intermedia_individuo,,dropdown,Encuestador,"1, VERGARA RAMIREZ GRACE ALEXANDRA | 2, ARIRAMA TAPAYURI KEILA | 3, FLORES AMARINGO JAVIER | 4, GOMEZ MORI HAMMBAR HONORITA | 5, TRIGOSO NOLORBE PAUL MANUEL | 6, SALAS MARQUILLO GENNY ESTHER | 7, DURAND VELA MAYDA ALEJANDRA | 8, ROJAS CHUMBE CELSO JESTIN | 9, CARDENAS YALTA EVELY JINAIDY | 10, HIDALGO LOMAS ROSA CRISTINA | 11, SHELL MORI | 12, SAMANTHA SOLIS",,,,,,,y,,,,,
interim_ind_id,encuesta_intermedia_individuo,,text,Código individuo,,,integer,,,,,y,,,,, @PLACEHOLDER='XXYYY' @CHARLIMIT=5
interim_ind_fltr_ppr,encuesta_intermedia_individuo,,radio,¿Se tomó muestra en papel filtro?,"1, Si | 2, No",,,,,,,y,,,,,
interim_ind_flr_ppr_pic,encuesta_intermedia_individuo,,file,Foto del papel filtro,,,,,,,[interim_ind_fltr_ppr] = '1',y,,,,,
interim_ind_ppr_date,encuesta_intermedia_individuo,,text,Fecha y hora de la muestra,,,datetime_dmy,,,,[interim_ind_fltr_ppr] = '1',y,,,,,
interim_ind_barcode,encuesta_intermedia_individuo,,text,Número del código de barra que ha puesto en el papel filtro,,,,,,,[interim_ind_fltr_ppr] = '1',y,,,,,
interim_ind_fever_48h,encuesta_intermedia_individuo,,radio,¿Ha tenido fiebre en las últimas 48 horas?,"1, Si | 2, No",,,,,,,y,,,,,
interim_ind_hlth_estab,encuesta_intermedia_individuo,,radio,Ya ha ido al EESS y le tomó GG?,"1, Si | 2, No",,,,,,[interim_ind_fever_48h] = 1,y,,,,,
interim_ind_refer_rslt,encuesta_intermedia_individuo,,radio,"Si ya ha ido al EESS, cual fue el resultado de la GG?","1, Positivo | 2, Negativo | 98, No sabe",,,,,,[interim_ind_hlth_estab] = 1,y,,,,,
interim_ind_refer,encuesta_intermedia_individuo,,radio,¿Se derivó al EESS para la toma GG?,"1, Si | 2, No",,,,,,[interim_ind_hlth_estab] = 2,y,,,,,
interim_ind_rcv_fmda,encuesta_intermedia_individuo,Preguntas de aceptabilidad,radio,¿Recibió tratamiento como parte de la intervención fMDA?,"1, Si | 2, No",,,,,,,,,,,,
interim_ind_last_fmda,encuesta_intermedia_individuo,,dropdown,¿Cuándo fue la última participación en una intervención fMDA? ,"1, Ronda 1a | 2, Ronda 1b | 3, Ronda 2a | 4, Ronda 2b | 5, Ronda 3a | 6, Ronda 3b",,,,,,[interim_ind_rcv_fmda]= 1,y,,,,,
interim_ind_prtcp_future,encuesta_intermedia_individuo,,radio,"Usted ya participó en la intervención fMDA según nuestros registros.

Si le ofrecieran ser parte de una nueva intervención en el futuro, ¿aceptaría participar? ","1, Si | 2, No | 98, No Sabe",Explicar la intervención,,,,,[interim_ind_rcv_fmda]= 1,y,,,,,
interim_ind_prtcp_why,encuesta_intermedia_individuo,,checkbox,¿Por qué?,"1, Es en mi casa, así que no tengo que desplazarme | 2, Es gratis/no cuesta nada | 3, Me gusta saber que la medicina tratará y ayudará a prevenir la malaria | 4, Las enfermeras y el personal son amables y explican bien el objetivo | 99, Otro (especificar) | 98, No sabe",,,,,,[interim_ind_prtcp_future]= 1,y,,,,,
interim_ind_prtcp_why_oth,encuesta_intermedia_individuo,,text,Otro precisar ,,,,,,,[interim_ind_prtcp_why(99)] = '1',,,,,,
interim_ind_prtcp_whynt,encuesta_intermedia_individuo,,checkbox,¿Por qué no?,"1, No me gusta el sabor del medicamento | 2, Le preocupa tomar el medicamento para la malaria con otros medicamentos | 3, Le preocupan los efectos secundarios | 4, No confía en el equipo del estudio | 5, No cree que el medicamento sea eficaz | 6, No quiere tomar el medicamento cuando no está enfermo | 7, Explicaciones insuficientes del tratamiento | 8, Es difícil tomar todas las pastillas | 9, Los medicamentos me hacen sentir mal | 10, Demasiadas pastillas | 11, No quiere responder a preguntas sobre la malaria | 12, La malaria no es un problema aquí | 13, Los equipos vienen cuando no estoy en casa, así que no me ayudan | 99, Otro (especificar) | 98, No sabe",,,,,,[interim_ind_prtcp_future] = '2',y,,,,,
interim_ind_prtcp_whynt_ot,encuesta_intermedia_individuo,,text,Otro precisar,,,,,,,[interim_ind_prtcp_whynt(99)] = '1',,,,,,
final_hh_intrvwr,encuesta_final_household,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>Identificación</p> </div></div>",dropdown,Encuestador,"1, VERGARA RAMIREZ GRACE ALEXANDRA | 2, ARIRAMA TAPAYURI KEILA | 3, FLORES AMARINGO JAVIER | 4, GOMEZ MORI HAMMBAR HONORITA | 5, TRIGOSO NOLORBE PAUL MANUEL | 6, SALAS MARQUILLO GENNY ESTHER | 7, DURAND VELA MAYDA ALEJANDRA | 8, ROJAS CHUMBE CELSO JESTIN | 9, CARDENAS YALTA EVELY JINAIDY | 10, HIDALGO LOMAS ROSA CRISTINA | 11, SHELL MORI | 12, SAMANTHA SOLIS",,,,,,,y,,,,,
final_hh_vst_date,encuesta_final_household,,text,Fecha de visita,,,date_dmy,,,,,y,,,,,
final_hh_com_code,encuesta_final_household,,dropdown,"Código comunidad

","01, 01 - NINA RUMI | 02, 02 - ZUNGARO COCHA-CORRIENTILLO | 03, 03 - CAHUIDE | 04, 04 - 13 DE FEBRERO | 05, 05 - EX PETROLERO I ZONA | 06, 06 - SAMITO | 07, 07 - DIAMANTE AZUL | 08, 08 - SAN LUCAS | 09, 09 - MORALILLO | 10, 10 - PEÃA NEGRA | 11, 11 - NUEVO HORIZONTE | 12, 12 - LIBERTAD | 13, 13 - PUERTO ALMENDRA | 14, 14 - TARAPOTO | 15, 15 - NUEVO MILAGRO | 16, 16 - SAN ANTONIO | 17, 17 - MOMONCILLO | 18, 18 - PAUJIL I ZONA | 20, 20 - HUATURI | 21, 21 - SALVADOR (PAVA QUEVADA) | 22, 22 - PALO SECO | 23, 23 - NUEVO SAN ANTONIO | 24, 24 - LOBOYACU | 25, 25 - SANTO TOMAS DE CAPIRONAL | 26, 26 - PISCO | 27, 27 - SAN ANTONIO | 28, 28 - MISHANA | 29, 29 - FRAY MARTIN | 31, 31 - FLOR DE AGOSTO | 32, 32 - ALMIRANTE MIGUEL GRAU",,autocomplete,,,,,,,,,,
final_hh_house_code_old,encuesta_final_household,,text,Codigo de vivienda,,,,,,,,,,,,, @CHARLIMIT=3 @PLACEHOLDER='123'
final_hh_extr_wall,encuesta_final_household,"<div class=""rich-text-field-label""><div class=""rich-text-field-label""> <p>Características de la vivienda nueva</p> </div></div>",dropdown,Paredes exteriores presentes,"1, Casa sin ninguna pared exterior | 2, Casa con paredes exteriores (1, 2, o 3) sin cerrar completamente la casa | 3, Casa completamente cerrada por paredes exteriores",,,,,,,y,,,,,
final_hh_mat_wall,encuesta_final_household,,dropdown,Material predominante en paredes,"1, Ladrillo, cemento | 2, Madera (pona incluido) | 3, Adobe | 4, Paja | 5, Palmera (hoja) | 99, Otro",,,,,,,y,,,,,
final_hh_mat_oth,encuesta_final_household,,text,Otro material paredes,,,,,,,[final_hh_mat_wall] = '99',,,,,,
final_hh_mat_roof,encuesta_final_household,,dropdown,Material predominante en techo,"1, Ladrillo, cemento | 2, Madera (pona incluido) | 3, Calamina | 4, Paja | 5, Palmera (hoja) | 99, Otro",,,,,,,y,,,,,
final_hh_mat_roof_oth,encuesta_final_household,,text,Otro material techo,,,,,,,[final_hh_mat_roof] = '99',,,,,,
final_hh_mat_floor,encuesta_final_household,,dropdown,Material predominante en piso,"1, Tierra | 2, Madera (pona incluido) | 3, Cemento sin terminar | 4, Mayólica u otro acabado fino | 99, Otro",,,,,,,y,,,,,
final_hh_mat_floor_oth,encuesta_final_household,,text,Otro material piso,,,,,,,[final_hh_mat_floor] = '99',,,,,,
final_hh_num_sleep_spce,encuesta_final_household,,text,Número de espacios (separados por una pared interior) usados para dormir,,Espacios separados por una pared interior,integer,0,20,,,y,,,,,
final_hh_wtr_source,encuesta_final_household,,dropdown,Fuente de agua para consumo de alimentos,"1, Intubada fuera/dentro de casa | 2, Pozo | 3, Pilón uso público | 4, Lluvia | 5, Río o quebrada | 99, Otro",,,,,,,y,,,,,
final_hh_wtr_source_oth,encuesta_final_household,,text,Otra fuente de agua,,,,,,,[final_hh_wtr_source] = '99',,,,,,
final_hh_electrct,encuesta_final_household,,dropdown,¿Tiene electricidad?,"1, No | 2, Sí permanente (las 24 horas) | 3, Sí pero no permanente",,,,,,,y,,,,,
final_hh_electrct_hrs,encuesta_final_household,,text,Precisar número de horas al día con disponibilidad de electricidad,,,integer,0,23,,[final_hh_electrct] = '3',y,,,,,
final_hh_spryd_insect,encuesta_final_household,,dropdown,Vivienda rociada/fumigada con insecticidas en los últimos 12 meses por el MINSA? ,"1, Si | 2, No | 98, No Sabe",,,,,,,y,,,,,
final_hh_reside_time,encuesta_final_household,,dropdown,Tiempo residencia en comunidad de la familia ,"1, Toda la vida | 2, Un año o más | 3, Menos de un año | 98, No Sabe",,,,,,,y,,,,,
final_hh_reside_yrs,encuesta_final_household,,dropdown,Precisar tiempo en años,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11 | 12, 12 | 13, 13 | 14, 14 | 15, 15 | 16, 16 | 17, 17 | 18, 18 | 19, 19 | 20, 20 | 21, Más que 20 años",,,,,,[final_hh_reside_time] = '2',y,,,,,
final_hh_reside_mnth,encuesta_final_household,,dropdown,Precisar tiempo en meses,"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 | 11, 11",,,,,,[final_hh_reside_time] = '3',y,,,,,
final_hh_net_noninsect,encuesta_final_household,,text,Número total de mosquiteros sin insecticida usados en la noche previa,,,integer,0,20,,,y,,,,,
final_hh_net_insect,encuesta_final_household,,text,Número total de mosquiteros con insecticida usados en la noche previa,,,integer,0,20,,,y,,,,,
final_hh_net_deliver,encuesta_final_household,,dropdown,¿Cuándo fue la última vez que el MINSA les entrego mosquiteros con insecticida?,"1, Hace menos de 1 año | 2, Hace 1 o 2 años | 3, Hace 3 o más años | 98, No sabe",,,,,,[final_hh_net_insect]>=1,y,,,,,
final_hh_net_hohh,encuesta_final_household,,radio,¿Durmió el jefe de familia bajo un mosquitero la noche previa?,"1, Si | 2, No",,,,,,,y,,,,,
final_hh_net_tx,encuesta_final_household,,radio,¿Fue un mosquitero tratado con insecticida? ,"1, Si | 2, No | 98, No Sabe",,,,,,[final_hh_net_hohh] = '1',y,,,,,
final_hh_net_tx_time,encuesta_final_household,,dropdown,¿Hace cuánto usa mosquiteros con insecticida?,"1, Hace menos de 1 año | 2, Hace 1 o 2 años | 3, Hace 3 o más años | 98, No sabe",,,,,,[final_hh_net_tx] = '1',y,,,,,
final_hh_hohh_trvl,encuesta_final_household,,radio,¿Viajó el jefe de familia fuera de la comunidad en el último mes?,"1, Si | 2, No",,,,,,,y,,,,,
final_hh_trvl_quant,encuesta_final_household,,text,Precisar número de veces ,,,integer,1,20,,[final_hh_hohh_trvl] = '1',y,,,,,
final_hh_trvl_ovrnght,encuesta_final_household,,radio,¿En alguno de los viajes tuvo que pernoctar (pasar la noche)?,"1, Si | 2, No",,,,,,[final_hh_hohh_trvl] = '1',y,,,,,
