LOC_DIS,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,BASIN,Selected,XGD,YGD,dist_minutes_cat3,dist_minutes_cat2,dist_minutes_cat1,dist_minutes_all,urban,landc,cobVeg,cobVeg_simbol,year,cases,api,specie
YAVARISIÑO_YAVARI,YAVARISIÑO,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
VILLA BELEN_BELEN,VILLA BELEN,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,Total
QUEBRADA PIRURI_MAZAN,QUEBRADA PIRURI,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YURIMAGUAS_PEBAS,YURIMAGUAS,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
SARAYACU_TORRES CAUSANA,SARAYACU,TORRES CAUSANA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YUTO YACO_NAPO,YUTO YACO,NAPO,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YUTOCOCHA_MAZAN,YUTOCOCHA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
PUCACURO_URARINAS,PUCACURO,URARINAS,LORETO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
NUEVO LIBERTAD DEL YANAYA_YURIMAGUAS,NUEVO LIBERTAD DEL YANAYA,YURIMAGUAS,ALTO AMAZONAS,51,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,19.60784314,Total
ZOLI_YAVARI,ZOLI,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
PUCALLPA_PEBAS,PUCALLPA,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
PUCALLPA_YAVARI,PUCALLPA,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN JUAN_MAZAN,SAN JUAN,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
VILLA LUZ_SAN PABLO,VILLA LUZ,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,8,NA,Total
SAN FERNANDO_YAVARI,SAN FERNANDO,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
VILLA MONTE SINAI_REQUENA,VILLA MONTE SINAI,REQUENA,REQUENA,263,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
QUEBRADA YATECA_MAZAN,QUEBRADA YATECA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SAN FRANCISCO DE SUNI_RAMON CASTILLA,SAN FRANCISCO DE SUNI,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
PUERTO ACHIN_PUTUMAYO,PUERTO ACHIN,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SHAMSHOCOCHA_PASTAZA,SHAMSHOCOCHA,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA MERCEDES_PUTUMAYO,SANTA MERCEDES,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
PUERTO ALEGRE_BARRANCA,PUERTO ALEGRE,BARRANCA,DATEM DEL MARAÑON,247,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
VILLA SELVA_SAN JUAN BAUTISTA,VILLA SELVA,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,13,NA,Total
QUEBRADA CHONTAYO_LAS AMAZONAS,QUEBRADA CHONTAYO,LAS AMAZONAS,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,27,NA,Total
TRIUNFO_RAMON CASTILLA,TRIUNFO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YAHUMA II ZONA_YAVARI,YAHUMA II ZONA,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TROMPETEROS_FERNANDO LORES,TROMPETEROS,FERNANDO LORES,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SAN LUIS_MAZAN,SAN LUIS,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
REMANSO_PUTUMAYO,REMANSO,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
PURANCHIN_ANDOAS,PURANCHIN,ANDOAS,DATEM DEL MARAÑON,355,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,8.450704225,Total
SAN MARCOS DE PILLINGUE_BALSAPUERTO,SAN MARCOS DE PILLINGUE,BALSAPUERTO,ALTO AMAZONAS,50,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
SAN ISIDRO_RAMON CASTILLA,SAN ISIDRO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
SANTA ROSA DE CAUCHILLO_PUTUMAYO,SANTA ROSA DE CAUCHILLO,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
UROROCOCHA_PASTAZA,UROROCOCHA,PASTAZA,DATEM DEL MARAÑON,9,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,222.2222222,Total
PEVAS_PEBAS,PEVAS,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
WASHIENZA_ANDOAS,WASHIENZA,ANDOAS,DATEM DEL MARAÑON,607,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
PUERTO ANGEL_ALTO TAPICHE,PUERTO ANGEL,ALTO TAPICHE,REQUENA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,71,NA,Total
PUERTO ARAMENA_PASTAZA,PUERTO ARAMENA,PASTAZA,DATEM DEL MARAÑON,17,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
SAN JOSE CATIRNA_ANDOAS,SAN JOSE CATIRNA,ANDOAS,DATEM DEL MARAÑON,35,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
WINTZA_ANDOAS,WINTZA,ANDOAS,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA CLOTILDE_RAMON CASTILLA,SANTA CLOTILDE,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA PANILLO_MAZAN,QUEBRADA PANILLO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,Total
YARUNAYUTO_SAN JUAN BAUTISTA,YARUNAYUTO,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SUÑI CANA_MAZAN,SUÑI CANA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,15,NA,Total
SUNICAÑO_MAZAN,SUNICAÑO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,54,NA,Total
SAN RAFAEL_URARINAS,SAN RAFAEL,URARINAS,LORETO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TACAPUTILLO_ALTO NANAY,TACAPUTILLO,ALTO NANAY,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
QUEBRADA JERGON_MAZAN,QUEBRADA JERGON,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
PUERTO JUAN_CAHUAPANAS,PUERTO JUAN,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YANKUNTICH_CAHUAPANAS,YANKUNTICH,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA LUÑO_MAZAN,QUEBRADA LUÑO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN JUAN DE CUMACEVA_EMILIO SAN MARTIN,SAN JUAN DE CUMACEVA,EMILIO SAN MARTIN,REQUENA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YAQUERANA_REQUENA,YAQUERANA,REQUENA,REQUENA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
QUEBRADA MAPAQ_MAZAN,QUEBRADA MAPAQ,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN PEDRO_ANDOAS,SAN PEDRO,ANDOAS,DATEM DEL MARAÑON,42,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,142.8571429,Total
PUERTO LIMON_PUTUMAYO,PUERTO LIMON,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA MAUCALLACTA_MAZAN,QUEBRADA MAUCALLACTA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SANTA VICTORIA_MAZAN,SANTA VICTORIA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TARZO_SAN PABLO,TARZO,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
YARINA_SAN PABLO,YARINA,SAN PABLO,MARISCAL RAMON CASTILLA,194,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,5.154639175,Total
TERMINAL_SAN JUAN BAUTISTA,TERMINAL,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,31,NA,Total
SHAPAJA_YURIMAGUAS,SHAPAJA,YURIMAGUAS,ALTO AMAZONAS,88,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
YAHUMA CALLARU / 2 DE MAYO_RAMON CASTILLA,YAHUMA CALLARU / 2 DE MAYO,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA PAUCAR_MAZAN,QUEBRADA PAUCAR,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,7,NA,Total
QUEBRADA CHORO_MAZAN,QUEBRADA CHORO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,7,NA,Total
QUEBRADA PAVAYACU_BELEN,QUEBRADA PAVAYACU,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA PENILLA_MAZAN,QUEBRADA PENILLA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
PUERTO NUEVO_PUTUMAYO,PUERTO NUEVO,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN JUAN DE POLIS_PUNCHANA,SAN JUAN DE POLIS,PUNCHANA,MAYNAS,183,Momon,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,78,426.2295082,Total
SAN JUAN DE RAMON CASTILL_RAMON CASTILLA,SAN JUAN DE RAMON CASTILL,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
QUEBRADA PUNAISIQUI_MAZAN,QUEBRADA PUNAISIQUI,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SUNI MIRAÑO_MAZAN,SUNI MIRAÑO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SARAYACU_SARAYACU,SARAYACU,SARAYACU,UCAYALI,215,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
QUEBRADA RAYO_MAZAN,QUEBRADA RAYO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,5,NA,Total
QUEBRADA SALINAS_MAZAN,QUEBRADA SALINAS,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,7,NA,Total
SANTA ROSA_SAN PABLO,SANTA ROSA,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SARGENTO PUÑO_CAHUAPANAS,SARGENTO PUÑO,CAHUAPANAS,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TIWINSA_TIGRE,TIWINSA,TIGRE,LORETO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TOPACIOS_SAN JUAN BAUTISTA,TOPACIOS,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
NUEVO SANTA CRUZ CACHIYAC_BALSAPUERTO,NUEVO SANTA CRUZ CACHIYAC,BALSAPUERTO,ALTO AMAZONAS,183,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
SAN SALVADOR I ZONA_RAMON CASTILLA,SAN SALVADOR I ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,80,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,12.5,Total
SAN SALVADOR II ZONA_RAMON CASTILLA,SAN SALVADOR II ZONA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,52,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
VILLA NUEVA ESPERANZA_YAVARI,VILLA NUEVA ESPERANZA,YAVARI,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
ORACIO CEBALLOS_SAN PABLO,ORACIO CEBALLOS,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
PUERTO VELIZ_PUTUMAYO,PUERTO VELIZ,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
OSCAR IVAN_BELEN,OSCAR IVAN,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
TESHUATE_PEBAS,TESHUATE,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
QUEBRADA PATOCOCHA_MAZAN,QUEBRADA PATOCOCHA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN PABLO_PEBAS,SAN PABLO,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
YANACOCHA_PASTAZA,YANACOCHA,PASTAZA,DATEM DEL MARAÑON,21,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
REMANSO_YAVARI,REMANSO,YAVARI,MARISCAL RAMON CASTILLA,40,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,75,Total
VISTA ALEGRE_TROMPETEROS,VISTA ALEGRE,TROMPETEROS,LORETO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TUNIME_MORONA,TUNIME,MORONA,DATEM DEL MARAÑON,18,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
SHUSHUNA_SAN JUAN BAUTISTA,SHUSHUNA,SAN JUAN BAUTISTA,MAYNAS,0,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,34,Inf,Total
TIMICURILLO_MAZAN,TIMICURILLO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
PANILLA COCHA_MAZAN,PANILLA COCHA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN JON_NAUTA,SAN JON,NAUTA,LORETO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
WAMPINTZA_PASTAZA,WAMPINTZA,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA AGUA BLANQUILLO_MAZAN,QUEBRADA AGUA BLANQUILLO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,4,NA,Total
RONDI_MAZAN,RONDI,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN MARTIN_TENIENTE MANUEL CLAVERO,SAN MARTIN,TENIENTE MANUEL CLAVERO,PUTUMAYO,19,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
QUEBRADA ANDREA_MAZAN,QUEBRADA ANDREA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,12,NA,Total
UNGURI_PASTAZA,UNGURI,PASTAZA,DATEM DEL MARAÑON,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
UNION ATAHUALPA_PEBAS,UNION ATAHUALPA,PEBAS,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA ROSA DE UMAISHA_BALSAPUERTO,SANTA ROSA DE UMAISHA,BALSAPUERTO,ALTO AMAZONAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SOPLIN VARGAS_PUTUMAYO,SOPLIN VARGAS,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN JOSE DE OROZA_ALTO NANAY,SAN JOSE DE OROZA,ALTO NANAY,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
TERMINAL AEROPUERTO_SAN JUAN BAUTISTA,TERMINAL AEROPUERTO,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
SAN LORENZO_BELEN,SAN LORENZO,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SANTA CRUZ_ANDOAS,SANTA CRUZ,ANDOAS,DATEM DEL MARAÑON,32,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
QUEBRADA CHONTA URCO_MAZAN,QUEBRADA CHONTA URCO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN ANTONIO_YURIMAGUAS,SAN ANTONIO,YURIMAGUAS,ALTO AMAZONAS,118,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
PACAYA SAMIRIA_REQUENA,PACAYA SAMIRIA,REQUENA,REQUENA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SUÑICANA_MAZAN,SUÑICANA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TIGRE_MAZAN,TIGRE,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN PABLO_SAN PABLO,SAN PABLO,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,28,NA,Total
YURIMAGUAS_IQUITOS,YURIMAGUAS,IQUITOS,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
QUEBRADA GRANDEZ_MAZAN,QUEBRADA GRANDEZ,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
TACSHA MOENA_MAZAN,TACSHA MOENA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SAN PEDRO DE CHAMBIRA_ANDOAS,SAN PEDRO DE CHAMBIRA,ANDOAS,DATEM DEL MARAÑON,42,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,0,Total
TIPISHCA_RAMON CASTILLA,TIPISHCA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
TAMANCO VIEJO_EMILIO SAN MARTIN,TAMANCO VIEJO,EMILIO SAN MARTIN,REQUENA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,8,NA,Total
SANTA SOFIA_SAN JUAN BAUTISTA,SANTA SOFIA,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,34,NA,Total
QUEBRADA LINARILLO_MAZAN,QUEBRADA LINARILLO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,Total
TAPAJE_MAZAN,TAPAJE,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
VARADERILLO_MAZAN,VARADERILLO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TAPICHE_MAZAN,TAPICHE,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN JUAN_PUTUMAYO,SAN JUAN,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TARAPACA_BELEN,TARAPACA,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
TRES FRONTERAS_PUTUMAYO,TRES FRONTERAS,PUTUMAYO,PUTUMAYO,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
YAVARI_SAN PABLO,YAVARI,SAN PABLO,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
VENECIA_BELEN,VENECIA,BELEN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,25,NA,Total
TRIUNFO CENTRO VARADERILL_SAN JUAN BAUTISTA,TRIUNFO CENTRO VARADERILL,SAN JUAN BAUTISTA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
TIERRA AMARILLA_RAMON CASTILLA,TIERRA AMARILLA,RAMON CASTILLA,MARISCAL RAMON CASTILLA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,6,NA,Total
TIGRE COCHA_MAZAN,TIGRE COCHA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
SUNI COCHA_MAZAN,SUNI COCHA,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,3,NA,Total
REMOYACO_YAQUERANA,REMOYACO,YAQUERANA,REQUENA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,19,NA,Total
YURTON_IQUITOS,YURTON,IQUITOS,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,1,NA,Total
QUEBRADA YANAYACU_MAZAN,QUEBRADA YANAYACU,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,NA,Total
QUEBRADA HUACAMAYO_MAZAN,QUEBRADA HUACAMAYO,MAZAN,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,8,NA,Total
VILLA ESTHER_INDIANA,VILLA ESTHER,INDIANA,MAYNAS,97,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,2,20.6185567,Total
VILLA FLOR_PUNCHANA,VILLA FLOR,PUNCHANA,MAYNAS,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,0,NA,Total
SAN ROQUE_MAQUIA,SAN ROQUE,MAQUIA,REQUENA,750,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,7,9.333333333,Total
