LOC_DIST,test1,LOCALIDAD,DISTRITO,PROVINCIA,POBLACION,casos 2013,casos 2014,casos 2015,casos 2016,casos 2017,casos 2018,casos 2019,IPAs 2013,IPAs 2014,IPAs 2015,IPAs 2016,IPAs 2017,IPAs 2018,IPAs 2019,filtro
NUEVO EDEN_INDIANA,NUEVO EDEN_INDIANA,NUEVO EDEN,INDIANA,MAYNAS,43,12,2,1,0,3,1,0,279.07,46.51,23.26,0,69.77,23.26,0,NO
NUEVO HUMARAL_BELEN,NUEVO HUMARAL_BELEN,NUEVO HUMARAL,BELEN,MAYNAS,,0,2,1,0,1,0,0,0,0,0,0,0,0,0,NO
MIRAFLORES_INDIANA,MIRAFLORES_INDIANA,MIRAFLORES,INDIANA,MAYNAS,82,0,1,0,0,0,0,0,0,12.2,0,0,0,0,0,NO
NUEVO PARAISO_INDIANA,NUEVO PARAISO_INDIANA,NUEVO PARAISO,INDIANA,MAYNAS,80,2,0,0,0,1,0,0,25,0,0,0,12.5,0,0,NO
NUEVO PORTAL_INDIANA,NUEVO PORTAL_INDIANA,NUEVO PORTAL,INDIANA,MAYNAS,46,2,0,0,0,0,0,0,43.48,0,0,0,0,0,0,NO
NUEVO SAN JUAN DEL AMAZONAS_INDIANA,NUEVO SAN JUAN DEL AMAZONAS_INDIANA,NUEVO SAN JUAN DEL AMAZONAS,INDIANA,MAYNAS,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
NUEVO SAN PEDRO_INDIANA,NUEVO SAN PEDRO_INDIANA,NUEVO SAN PEDRO,INDIANA,MAYNAS,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO
NUEVO SAN PEDRO ALTO MANITI_INDIANA,NUEVO SAN PEDRO ALTO MANITI_INDIANA,NUEVO SAN PEDRO ALTO MANITI,INDIANA,MAYNAS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
NUEVO TRIUNFO_INDIANA,NUEVO TRIUNFO_INDIANA,NUEVO TRIUNFO,INDIANA,MAYNAS,64,2,0,0,0,0,0,0,31.25,0,0,0,0,0,0,NO
NUEVO UCHIZA_INDIANA,NUEVO UCHIZA_INDIANA,NUEVO UCHIZA,INDIANA,MAYNAS,114,0,2,0,0,2,0,0,0,17.54,0,0,17.54,0,0,NO
PAPARO_INDIANA,PAPARO_INDIANA,PAPARO,INDIANA,MAYNAS,46,28,22,9,0,1,0,0,608.7,478.26,195.65,0,21.74,0,0,NO
PUCALLPA_INDIANA,PUCALLPA_INDIANA,PUCALLPA,INDIANA,MAYNAS,253,0,2,0,0,0,2,0,0,7.91,0,0,0,7.91,0,NO
QUEBRADA TACSHA MANGUA_INDIANA,QUEBRADA TACSHA MANGUA_INDIANA,QUEBRADA TACSHA MANGUA,INDIANA,MAYNAS,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NO
RAMON CASTILLA_INDIANA,RAMON CASTILLA_INDIANA,RAMON CASTILLA,INDIANA,MAYNAS,157,1,1,2,1,0,1,0,6.37,6.37,12.74,6.37,0,6.37,0,NO
SAN JOSE_INDIANA,#N/A,SAN JOSE,INDIANA,MAYNAS,,2,0,1,1,3,0,0,0,0,0,0,0,0,0,NO
SAN LUIS_INDIANA,SAN LUIS_INDIANA,SAN LUIS,INDIANA,MAYNAS,201,1,0,1,0,0,0,0,4.98,0,4.98,0,0,0,0,NO
SAN PEDRO_INDIANA,SAN PEDRO_INDIANA,SAN PEDRO,INDIANA,MAYNAS,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,NO
SAN PEDRO DE FALCON_INDIANA,SAN PEDRO DE FALCON_INDIANA,SAN PEDRO DE FALCON,INDIANA,MAYNAS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
SAN PEDRO DE MANATI_INDIANA,SAN PEDRO DE MANATI_INDIANA,SAN PEDRO DE MANATI,INDIANA,MAYNAS,140,1,3,0,0,0,0,0,7.14,21.43,0,0,0,0,0,NO
SAN RAFAEL_INDIANA,SAN RAFAEL_INDIANA,SAN RAFAEL,INDIANA,MAYNAS,277,8,11,3,0,0,0,0,28.88,39.71,10.83,0,0,0,0,NO
SANTA ISABEL_INDIANA,SANTA ISABEL_INDIANA,SANTA ISABEL,INDIANA,MAYNAS,133,0,2,0,0,1,1,0,0,15.04,0,0,7.52,7.52,0,NO
SANTA ROSA_INDIANA,SANTA ROSA_INDIANA,SANTA ROSA,INDIANA,MAYNAS,180,2,1,2,0,0,0,0,11.11,5.56,11.11,0,0,0,0,NO
SANTA SOFIA_INDIANA,SANTA SOFIA_INDIANA,SANTA SOFIA,INDIANA,MAYNAS,106,0,2,0,0,0,0,0,0,18.87,0,0,0,0,0,NO
SANTA TERESA_INDIANA,SANTA TERESA_INDIANA,SANTA TERESA,INDIANA,MAYNAS,308,2,1,6,0,0,0,0,6.49,3.25,19.48,0,0,0,0,NO
SANTA VICTORIA_INDIANA,SANTA VICTORIA_INDIANA,SANTA VICTORIA,INDIANA,MAYNAS,214,1,2,0,0,0,1,0,4.67,9.35,0,0,0,4.67,0,NO
SINCHICUY_INDIANA,SINCHICUY_INDIANA,SINCHICUY,INDIANA,MAYNAS,315,3,8,1,1,3,0,0,9.52,25.4,3.17,3.17,9.52,0,0,NO
TIMICURILLO_INDIANA,TIMICURILLO_INDIANA,TIMICURILLO,INDIANA,MAYNAS,,1,5,0,3,0,0,0,0,0,0,0,0,0,0,NO
TIMICURO GRANDE_INDIANA,TIMICURO GRANDE_INDIANA,TIMICURO GRANDE,INDIANA,MAYNAS,178,4,0,0,2,0,0,0,22.47,0,0,11.24,0,0,0,NO
VAINILLA_LAS AMAZONAS,VAINILLA_LAS AMAZONAS,VAINILLA,LAS AMAZONAS,MAYNAS,,0,1,8,3,1,0,1,0,0,0,0,0,0,0,NO
VILLA ESTHER_INDIANA,VILLA ESTHER_INDIANA,VILLA ESTHER,INDIANA,MAYNAS,97,7,2,0,0,2,1,0,72.16,20.62,0,0,20.62,10.31,0,NO
VILLA MARIA_INDIANA,VILLA MARIA_INDIANA,VILLA MARIA,INDIANA,MAYNAS,146,66,26,10,0,0,1,0,452.05,178.08,68.49,0,0,6.85,0,NO
YANAMONO I ZONA_INDIANA,YANAMONO I ZONA_INDIANA,YANAMONO I ZONA,INDIANA,MAYNAS,,3,4,0,1,2,1,0,0,0,0,0,0,0,0,NO
YANAYACU BOMBONAJE_BELEN,YANAYACU BOMBONAJE_BELEN,YANAYACU BOMBONAJE,BELEN,MAYNAS,265,5,5,4,4,1,1,0,18.87,18.87,15.09,15.09,3.77,3.77,0,NO
YANAYACU TIMICURO_INDIANA,YANAYACU TIMICURO_INDIANA,YANAYACU TIMICURO,INDIANA,MAYNAS,103,0,9,1,1,1,1,0,0,87.38,9.71,9.71,9.71,9.71,0,NO
11 DE DICIEMBRE_IQUITOS,11 DE DICIEMBRE_IQUITOS,11 DE DICIEMBRE,IQUITOS,MAYNAS,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
1ro DE ENERO_IQUITOS,1RO DE ENERO_IQUITOS,1ro DE ENERO,IQUITOS,MAYNAS,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
6 DE NOVIEMBRE_IQUITOS,6 DE NOVIEMBRE_IQUITOS,6 DE NOVIEMBRE,IQUITOS,MAYNAS,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NO
AGUAJE_IQUITOS,AGUAJE_IQUITOS,AGUAJE,IQUITOS,MAYNAS,,0,0,0,5,10,5,0,0,0,0,0,0,0,0,NO
ALMIRANTE_IQUITOS,ALMIRANTE_IQUITOS,ALMIRANTE,IQUITOS,MAYNAS,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
AMADOR BARTENS_IQUITOS,AMADOR BARTENS_IQUITOS,AMADOR BARTENS,IQUITOS,MAYNAS,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,NO
AV. DEL EJERCITO S/N_IQUITOS,AV. DEL EJERCITO S/N_IQUITOS,AV. DEL EJERCITO S/N,IQUITOS,MAYNAS,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NO
B. PAMPACHICA_IQUITOS,B. PAMPACHICA_IQUITOS,B. PAMPACHICA,IQUITOS,MAYNAS,,1,0,3,5,2,7,0,0,0,0,0,0,0,0,NO
BOCA DEL TIGRE_IQUITOS,BOCA DEL TIGRE_IQUITOS,BOCA DEL TIGRE,IQUITOS,MAYNAS,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,NO
BUENA VISTA_IQUITOS,BUENA VISTA_IQUITOS,BUENA VISTA,IQUITOS,MAYNAS,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
CASERIO ALIANZA_IQUITOS,CASERIO ALIANZA_IQUITOS,CASERIO ALIANZA,IQUITOS,MAYNAS,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
PUERTO ALEGRIA_IQUITOS,PUERTO ALEGRIA_IQUITOS,PUERTO ALEGRIA,IQUITOS,MAYNAS,,0,0,1,0,1,0,0,0,0,0,0,0,0,0,NO
SANTA ISABEL DE ZUNGARO COCHA_SAN JUAN BAUTISTA,SANTA ISABEL DE ZUNGARO COCHA_SAN JUAN BAUTISTA,SANTA ISABEL DE ZUNGARO COCHA,SAN JUAN BAUTISTA,MAYNAS,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NO
CASTAÑAL_IQUITOS,CASTAÑAL_IQUITOS,CASTAÑAL,IQUITOS,MAYNAS,,0,1,0,0,0,2,0,0,0,0,0,0,0,0,NO
CHAMBIRA_IQUITOS,CHAMBIRA_IQUITOS,CHAMBIRA,IQUITOS,MAYNAS,,1,3,1,0,0,1,0,0,0,0,0,0,0,0,NO
COCHIQUINO_IQUITOS,COCHIQUINO_IQUITOS,COCHIQUINO,IQUITOS,MAYNAS,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
CRISNEJAS_IQUITOS,CRISNEJAS_IQUITOS,CRISNEJAS,IQUITOS,MAYNAS,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO
CUZCO_IQUITOS,CUZCO_IQUITOS,CUZCO,IQUITOS,MAYNAS,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
EL AGUAJE_IQUITOS,EL AGUAJE_IQUITOS,EL AGUAJE,IQUITOS,MAYNAS,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NO
HUACAMAYO_IQUITOS,HUACAMAYO_IQUITOS,HUACAMAYO,IQUITOS,MAYNAS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
HUATURI_IQUITOS,HUATURI_IQUITOS,HUATURI,IQUITOS,MAYNAS,,114,232,66,55,26,15,0,0,0,0,0,0,0,0,NO
IQUIQUE_IQUITOS,IQUIQUE_IQUITOS,IQUIQUE,IQUITOS,MAYNAS,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,NO
ISLA IQUITOS_IQUITOS,ISLA IQUITOS_IQUITOS,ISLA IQUITOS,IQUITOS,MAYNAS,,0,1,2,0,0,6,0,0,0,0,0,0,0,0,NO
LAS MERCEDES_IQUITOS,LAS MERCEDES_IQUITOS,LAS MERCEDES,IQUITOS,MAYNAS,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
LOBOYACU_IQUITOS,LOBOYACU_IQUITOS,LOBOYACU,IQUITOS,MAYNAS,83,0,1,6,15,13,5,0,0,12.05,72.29,180.72,156.63,60.24,0,NO
MAZAN_IQUITOS,MAZAN_IQUITOS,MAZAN,IQUITOS,MAYNAS,,5,1,6,0,2,2,0,0,0,0,0,0,0,0,NO
MICAELA_IQUITOS,MICAELA_IQUITOS,MICAELA,IQUITOS,MAYNAS,,1,2,0,1,0,1,0,0,0,0,0,0,0,0,NO
MIRAFLORES_IQUITOS,MIRAFLORES_IQUITOS,MIRAFLORES,IQUITOS,MAYNAS,,0,0,1,1,0,1,0,0,0,0,0,0,0,0,NO
MISHANA_IQUITOS,MISHANA_IQUITOS,MISHANA,IQUITOS,MAYNAS,,3,4,2,13,22,9,1,0,0,0,0,0,0,0,NO
NO PERTENECE A IQUITOS_IQUITOS,#N/A,NO PERTENECE A IQUITOS,IQUITOS,MAYNAS,,2,0,2,102,10,4,0,0,0,0,0,0,0,0,NO
NOGALES_IQUITOS,NOGALES_IQUITOS,NOGALES,IQUITOS,MAYNAS,,0,0,1,0,2,0,0,0,0,0,0,0,0,0,NO
NUEVA ESPERANZA_IQUITOS,NUEVA ESPERANZA_IQUITOS,NUEVA ESPERANZA,IQUITOS,MAYNAS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
PERTENECE AL DISTRITO PUNCHANA_IQUITOS,#N/A,PERTENECE AL DISTRITO PUNCHANA,IQUITOS,MAYNAS,,0,0,4,2,4,1,0,0,0,0,0,0,0,0,NO
PORVENIR_IQUITOS,PORVENIR_IQUITOS,PORVENIR,IQUITOS,MAYNAS,,4,15,8,13,14,30,1,0,0,0,0,0,0,0,NO
PUCAYACU_IQUITOS,PUCAYACU_IQUITOS,PUCAYACU,IQUITOS,MAYNAS,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NO
PUERTO PRODUCTORES_IQUITOS,PUERTO PRODUCTORES_IQUITOS,PUERTO PRODUCTORES,IQUITOS,MAYNAS,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,NO
PUTUMAYO_IQUITOS,PUTUMAYO_IQUITOS,PUTUMAYO,IQUITOS,MAYNAS,,1,1,0,1,0,1,0,0,0,0,0,0,0,0,NO
SAN LORENZO_IQUITOS,SAN LORENZO_IQUITOS,SAN LORENZO,IQUITOS,MAYNAS,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NO
SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES_IQUITOS,SAN MARTIN DE PORRES,IQUITOS,MAYNAS,,77,6,2,18,7,7,2,0,0,0,0,0,0,0,NO
SAN PABLO DE CUYANA_IQUITOS,SAN PABLO DE CUYANA_IQUITOS,SAN PABLO DE CUYANA,IQUITOS,MAYNAS,175,3,6,3,75,45,35,0,17.14,34.29,17.14,428.57,257.14,200,0,NO
SANTA MARIA_IQUITOS,SANTA MARIA_IQUITOS,SANTA MARIA,IQUITOS,MAYNAS,,4,5,10,6,8,3,0,0,0,0,0,0,0,0,NO
TARAPOTO_IQUITOS,TARAPOTO_IQUITOS,TARAPOTO,IQUITOS,MAYNAS,165,244,279,80,96,89,29,0,1478.79,1690.91,484.85,581.82,539.39,175.76,0,NO
YARINA_IQUITOS,YARINA_IQUITOS,YARINA,IQUITOS,MAYNAS,58,22,12,19,3,4,7,0,379.31,206.9,327.59,51.72,68.97,120.69,0,NO
YURTON_IQUITOS,YURTON_IQUITOS,YURTON,IQUITOS,MAYNAS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
_IQUITOS,#N/A,,IQUITOS,MAYNAS,,1,2,16,36,13,13,1,0,0,0,0,0,0,0,NO
_IQUITOS,#N/A,,IQUITOS,MAYNAS,,0,2,0,0,1,1,0,0,0,0,0,0,0,0,NO
7 DE JUNIO_LAS AMAZONAS,7 DE JUNIO_LAS AMAZONAS,7 DE JUNIO,LAS AMAZONAS,MAYNAS,81,1,3,1,0,0,0,0,12.35,37.04,12.35,0,0,0,0,NO
AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS_LAS AMAZONAS,AGUAS NEGRAS,LAS AMAZONAS,MAYNAS,8,2,0,1,0,0,0,0,250,0,125,0,0,0,0,NO
APALLON_LAS AMAZONAS,APALLON_LAS AMAZONAS,APALLON,LAS AMAZONAS,MAYNAS,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
APAYACU_LAS AMAZONAS,APAYACU_LAS AMAZONAS,APAYACU,LAS AMAZONAS,MAYNAS,,22,7,4,0,0,1,0,0,0,0,0,0,0,0,NO
ATUN COCHA_LAS AMAZONAS,ATUN COCHA_LAS AMAZONAS,ATUN COCHA,LAS AMAZONAS,MAYNAS,87,17,4,2,0,0,1,0,195.4,45.98,22.99,0,0,11.49,0,NO
CAMALEON ISLA_LAS AMAZONAS,CAMALEON ISLA_LAS AMAZONAS,CAMALEON ISLA,LAS AMAZONAS,MAYNAS,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
CANADA_LAS AMAZONAS,CANADA_LAS AMAZONAS,CANADA,LAS AMAZONAS,MAYNAS,71,0,0,0,0,1,0,0,0,0,0,0,14.08,0,0,NO
CANAL PINTO_LAS AMAZONAS,CANAL PINTO_LAS AMAZONAS,CANAL PINTO,LAS AMAZONAS,MAYNAS,174,0,0,1,0,0,0,0,0,0,5.75,0,0,0,0,NO
CANTON_LAS AMAZONAS,CANTON_LAS AMAZONAS,CANTON,LAS AMAZONAS,MAYNAS,215,1,1,1,0,0,0,0,4.65,4.65,4.65,0,0,0,0,NO
CAPIRONAL_LAS AMAZONAS,CAPIRONAL_LAS AMAZONAS,CAPIRONAL,LAS AMAZONAS,MAYNAS,88,0,0,0,1,0,0,0,0,0,0,11.36,0,0,0,NO
CENTRO POBLADO MENOR DE Y_LAS AMAZONAS,CENTRO POBLADO MENOR DE Y_LAS AMAZONAS,CENTRO POBLADO MENOR DE Y,LAS AMAZONAS,MAYNAS,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,NO
CHONTAYA_LAS AMAZONAS,CHONTAYA_LAS AMAZONAS,CHONTAYA,LAS AMAZONAS,MAYNAS,,13,0,2,2,2,0,0,0,0,0,0,0,0,0,NO
COCHIQUINAS_LAS AMAZONAS,COCHIQUINAS_LAS AMAZONAS,COCHIQUINAS,LAS AMAZONAS,MAYNAS,,1,0,2,0,0,1,0,0,0,0,0,0,0,0,NO
COLONIA_LAS AMAZONAS,COLONIA_LAS AMAZONAS,COLONIA,LAS AMAZONAS,MAYNAS,201,0,0,0,0,0,1,0,0,0,0,0,0,4.98,0,NO
COMANDANCIA_LAS AMAZONAS,COMANDANCIA_LAS AMAZONAS,COMANDANCIA,LAS AMAZONAS,MAYNAS,120,4,3,3,1,0,0,0,33.33,25,25,8.33,0,0,0,NO
NUEVA ESPERANZA_LAS AMAZONAS,NUEVA ESPERANZA_LAS AMAZONAS,NUEVA ESPERANZA,LAS AMAZONAS,MAYNAS,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,NO
FRANCIA_LAS AMAZONAS,FRANCIA_LAS AMAZONAS,FRANCIA,LAS AMAZONAS,MAYNAS,5,0,1,0,0,0,0,0,0,200,0,0,0,0,0,NO
FRANCISCO DE ORELLANA_LAS AMAZONAS,FRANCISCO DE ORELLANA_LAS AMAZONAS,FRANCISCO DE ORELLANA,LAS AMAZONAS,MAYNAS,866,10,5,2,5,4,5,0,11.55,5.77,2.31,5.77,4.62,5.77,0,NO
IQUITOS_LAS AMAZONAS,IQUITOS_LAS AMAZONAS,IQUITOS,LAS AMAZONAS,MAYNAS,,0,0,1,0,0,0,1,0,0,0,0,0,0,0,NO
ISLANDIA_LAS AMAZONAS,ISLANDIA_LAS AMAZONAS,ISLANDIA,LAS AMAZONAS,MAYNAS,197,1,1,0,1,0,1,0,5.08,5.08,0,5.08,0,5.08,0,NO
ISRAEL_LAS AMAZONAS,ISRAEL_LAS AMAZONAS,ISRAEL,LAS AMAZONAS,MAYNAS,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
JOSE CARLOS MARIATEGUI_LAS AMAZONAS,JOSE CARLOS MARIATEGUI_LAS AMAZONAS,JOSE CARLOS MARIATEGUI,LAS AMAZONAS,MAYNAS,16,0,1,0,0,0,0,0,0,62.5,0,0,0,0,0,NO
LAS AMAZONAS_LAS AMAZONAS,LAS AMAZONAS_LAS AMAZONAS,LAS AMAZONAS,LAS AMAZONAS,MAYNAS,,2,1,1,2,2,3,0,0,0,0,0,0,0,0,NO
MANAOS DEL TIPISHCA_LAS AMAZONAS,MANAOS DEL TIPISHCA_LAS AMAZONAS,MANAOS DEL TIPISHCA,LAS AMAZONAS,MAYNAS,,2,1,0,0,1,0,0,0,0,0,0,0,0,0,NO
MANITI_LAS AMAZONAS,MANITI_LAS AMAZONAS,MANITI,LAS AMAZONAS,MAYNAS,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NO
MARUPA_LAS AMAZONAS,MARUPA_LAS AMAZONAS,MARUPA,LAS AMAZONAS,MAYNAS,42,1,0,0,0,0,0,0,23.81,0,0,0,0,0,0,NO
MIRAFLORES_LAS AMAZONAS,MIRAFLORES_LAS AMAZONAS,MIRAFLORES,LAS AMAZONAS,MAYNAS,47,0,1,0,0,0,0,0,0,21.28,0,0,0,0,0,NO
MOTA HUAYO_LAS AMAZONAS,MOTA HUAYO_LAS AMAZONAS,MOTA HUAYO,LAS AMAZONAS,MAYNAS,,2,0,0,0,2,2,0,0,0,0,0,0,0,0,NO
NAZARIA_LAS AMAZONAS,NAZARIA_LAS AMAZONAS,NAZARIA,LAS AMAZONAS,MAYNAS,323,1,1,1,0,0,0,0,3.1,3.1,3.1,0,0,0,0,NO
NUEVA ESPERANZA_LAS AMAZONAS,NUEVA ESPERANZA_LAS AMAZONAS,NUEVA ESPERANZA,LAS AMAZONAS,MAYNAS,55,2,2,4,0,0,0,0,36.36,36.36,72.73,0,0,0,0,NO
NUEVA LIBERTAD DE PAUCARILLO_PEBAS,NUEVA LIBERTAD DE PAUCARILLO_PEBAS,NUEVA LIBERTAD DE PAUCARILLO,PEBAS,MAYNAS,,2,0,1,0,1,0,0,0,0,0,0,0,0,0,NO
NUEVO AREQUIPA/CANTON II ZONA_LAS AMAZONAS,NUEVO AREQUIPA/CANTON II ZONA_LAS AMAZONAS,NUEVO AREQUIPA/CANTON II ZONA,LAS AMAZONAS,MAYNAS,92,1,0,0,0,0,0,0,10.87,0,0,0,0,0,0,NO
NUEVO ISRAEL_LAS AMAZONAS,NUEVO ISRAEL_LAS AMAZONAS,NUEVO ISRAEL,LAS AMAZONAS,MAYNAS,105,5,3,2,0,0,0,0,47.62,28.57,19.05,0,0,0,0,NO
NUEVO SAN JOSE I ZONA_LAS AMAZONAS,NUEVO SAN JOSE I ZONA_LAS AMAZONAS,NUEVO SAN JOSE I ZONA,LAS AMAZONAS,MAYNAS,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NO
NUEVO TRIUNFO_LAS AMAZONAS,NUEVO TRIUNFO_LAS AMAZONAS,NUEVO TRIUNFO,LAS AMAZONAS,MAYNAS,56,0,1,0,0,0,0,0,0,17.86,0,0,0,0,0,NO
ORAN_LAS AMAZONAS,ORAN_LAS AMAZONAS,ORAN,LAS AMAZONAS,MAYNAS,646,3,7,3,1,10,2,0,4.64,10.84,4.64,1.55,15.48,3.1,0,NO
PANTOJA_LAS AMAZONAS,PANTOJA_LAS AMAZONAS,PANTOJA,LAS AMAZONAS,MAYNAS,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
PEÑA COCHA_LAS AMAZONAS,PEÑA COCHA_LAS AMAZONAS,PEÑA COCHA,LAS AMAZONAS,MAYNAS,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NO
PUERTO LIBRE_LAS AMAZONAS,PUERTO LIBRE_LAS AMAZONAS,PUERTO LIBRE,LAS AMAZONAS,MAYNAS,60,0,0,1,0,0,0,0,0,0,16.67,0,0,0,0,NO
PUERTO RICO_LAS AMAZONAS,PUERTO RICO_LAS AMAZONAS,PUERTO RICO,LAS AMAZONAS,MAYNAS,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
QUEBRADA CHONTAYO_LAS AMAZONAS,QUEBRADA CHONTAYO_LAS AMAZONAS,QUEBRADA CHONTAYO,LAS AMAZONAS,MAYNAS,,14,27,7,0,0,0,0,0,0,0,0,0,0,0,NO
QUEBRADA MIRI_LAS AMAZONAS,QUEBRADA MIRI_LAS AMAZONAS,QUEBRADA MIRI,LAS AMAZONAS,MAYNAS,,1,1,4,0,0,0,0,0,0,0,0,0,0,0,NO
QUEBRADA MOTAHUAYO_LAS AMAZONAS,QUEBRADA MOTAHUAYO_LAS AMAZONAS,QUEBRADA MOTAHUAYO,LAS AMAZONAS,MAYNAS,,3,3,4,0,0,0,0,0,0,0,0,0,0,0,NO
NAZARIA_LAS AMAZONAS,NAZARIA_LAS AMAZONAS,NAZARIA,LAS AMAZONAS,MAYNAS,,0,0,3,4,0,0,0,0,0,0,0,0,0,0,NO
NUEVA LIBERTAD DE PAUCARILLO_PEBAS,NUEVA LIBERTAD DE PAUCARILLO_PEBAS,NUEVA LIBERTAD DE PAUCARILLO,PEBAS,MAYNAS,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NO
YANASHI_LAS AMAZONAS,YANASHI_LAS AMAZONAS,YANASHI,LAS AMAZONAS,MAYNAS,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NO
ROCA ETERNA_LAS AMAZONAS,ROCA ETERNA_LAS AMAZONAS,ROCA ETERNA,LAS AMAZONAS,MAYNAS,137,1,1,0,0,3,1,0,7.3,7.3,0,0,21.9,7.3,0,NO
SABALILLO_LAS AMAZONAS,SABALILLO_LAS AMAZONAS,SABALILLO,LAS AMAZONAS,MAYNAS,,13,1,3,0,2,0,1,0,0,0,0,0,0,0,NO
SABALILLO_LAS AMAZONAS,SABALILLO_LAS AMAZONAS,SABALILLO,LAS AMAZONAS,MAYNAS,0,4,12,1,1,0,0,0,0,0,0,0,0,0,0,NO
SAN ALEJANDRO_MAZAN,SAN ALEJANDRO_MAZAN,SAN ALEJANDRO,MAZAN,MAYNAS,197,0,0,2,0,0,3,0,0,0,10.15,0,0,15.23,0,NO
SAN ANTONIO DE ARAMBAZA_LAS AMAZONAS,SAN ANTONIO DE ARAMBAZA_LAS AMAZONAS,SAN ANTONIO DE ARAMBAZA,LAS AMAZONAS,MAYNAS,103,4,1,0,0,1,0,0,38.83,9.71,0,0,9.71,0,0,NO
SAN ANTONIO DE MARUPA_LAS AMAZONAS,SAN ANTONIO DE MARUPA_LAS AMAZONAS,SAN ANTONIO DE MARUPA,LAS AMAZONAS,MAYNAS,84,0,1,0,0,0,0,0,0,11.9,0,0,0,0,0,NO
SAN AUGUSTO_LAS AMAZONAS,SAN AUGUSTO_LAS AMAZONAS,SAN AUGUSTO,LAS AMAZONAS,MAYNAS,78,0,1,0,0,0,0,0,0,12.82,0,0,0,0,0,NO
SAN GREGORIO DE YANAYACU_LAS AMAZONAS,SAN GREGORIO DE YANAYACU_LAS AMAZONAS,SAN GREGORIO DE YANAYACU,LAS AMAZONAS,MAYNAS,54,0,1,0,1,0,1,0,0,18.52,0,18.52,0,18.52,0,NO
SAN ISIDRO_LAS AMAZONAS,SAN ISIDRO_LAS AMAZONAS,SAN ISIDRO,LAS AMAZONAS,MAYNAS,95,1,0,2,0,0,0,0,10.53,0,21.05,0,0,0,0,NO
SAN JOSE_LAS AMAZONAS,SAN JOSE_LAS AMAZONAS,SAN JOSE,LAS AMAZONAS,MAYNAS,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NO
SAN JOSE DE OROSA_LAS AMAZONAS,SAN JOSE DE OROSA_LAS AMAZONAS,SAN JOSE DE OROSA,LAS AMAZONAS,MAYNAS,130,2,2,0,0,0,0,0,15.38,15.38,0,0,0,0,0,NO
SAN JOSE DE YANASHI_LAS AMAZONAS,SAN JOSE DE YANASHI_LAS AMAZONAS,SAN JOSE DE YANASHI,LAS AMAZONAS,MAYNAS,197,4,0,19,0,0,0,0,20.3,0,96.45,0,0,0,0,NO
SAN PEDRO DE MARUPA_LAS AMAZONAS,SAN PEDRO DE MARUPA_LAS AMAZONAS,SAN PEDRO DE MARUPA,LAS AMAZONAS,MAYNAS,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NO
